word,V.Mean.Sum,LR_switch,finger_switch,rha,word_length,letter_freq,hand_c,finger_c,rha_c
lead,5.56,1,3,-2,4,7.28675,-2.056199305,-2.521364426,-0.916642526
leaf,6.16,1,3,-2,4,6.7805,-2.056199305,-2.521364426,-0.916642526
lewd,3.58,1,3,-2,4,5.835,-2.056199305,-2.521364426,-0.916642526
mace,4.14,1,2,-2,4,6.51425,-2.056199305,-3.521364426,-0.916642526
mart,5.32,1,2,-2,4,6.404,-2.056199305,-3.521364426,-0.916642526
mass,5.15,1,2,-2,4,5.80675,-2.056199305,-3.521364426,-0.916642526
mast,4.85,1,3,-2,4,6.489,-2.056199305,-2.521364426,-0.916642526
mate,7.18,1,3,-2,4,8.08275,-2.056199305,-2.521364426,-0.916642526
maze,5.84,1,2,-2,4,5.83725,-2.056199305,-3.521364426,-0.916642526
meat,6.62,1,3,-2,4,8.08275,-2.056199305,-2.521364426,-0.916642526
meet,6.09,1,2,-2,4,9.2165,-2.056199305,-3.521364426,-0.916642526
mega,5.6,1,3,-2,4,6.3225,-2.056199305,-2.521364426,-0.916642526
mere,4.68,1,3,-2,4,8.44925,-2.056199305,-2.521364426,-0.916642526
mess,3.5,1,2,-2,4,6.9405,-2.056199305,-3.521364426,-0.916642526
nada,4.57,1,3,-2,4,6.834,-2.056199305,-2.521364426,-0.916642526
nave,3.9,1,3,-2,4,7.149,-2.056199305,-2.521364426,-0.916642526
neat,6.95,1,3,-2,4,9.1685,-2.056199305,-2.521364426,-0.916642526
need,5.45,1,1,-2,4,9.1015,-2.056199305,-4.521364426,-0.916642526
nerd,5.18,1,3,-2,4,7.42275,-2.056199305,-2.521364426,-0.916642526
nest,5.65,1,3,-2,4,8.7085,-2.056199305,-2.521364426,-0.916642526
news,4.96,1,2,-2,4,7.0345,-2.056199305,-3.521364426,-0.916642526
newt,4.65,1,3,-2,4,7.71675,-2.056199305,-2.521364426,-0.916642526
odds,5.32,1,2,-2,4,5.585,-2.056199305,-3.521364426,-0.916642526
ogre,3.57,1,2,-2,4,7.05275,-2.056199305,-3.521364426,-0.916642526
pace,5,1,2,-2,4,6.395,-2.056199305,-3.521364426,-0.916642526
pact,5,1,3,-2,4,5.4835,-2.056199305,-2.521364426,-0.916642526
page,6.09,1,3,-2,4,6.20325,-2.056199305,-2.521364426,-0.916642526
part,4.77,1,2,-2,4,6.28475,-2.056199305,-3.521364426,-0.916642526
pass,5.73,1,2,-2,4,5.6875,-2.056199305,-3.521364426,-0.916642526
past,5.09,1,3,-2,4,6.36975,-2.056199305,-2.521364426,-0.916642526
pave,5.61,1,3,-2,4,5.944,-2.056199305,-2.521364426,-0.916642526
pear,6.7,1,3,-2,4,7.19625,-2.056199305,-2.521364426,-0.916642526
peas,6.1,1,3,-2,4,7.28125,-2.056199305,-2.521364426,-0.916642526
peer,5.64,1,2,-2,4,8.33,-2.056199305,-3.521364426,-0.916642526
pert,4.95,1,2,-2,4,7.4185,-2.056199305,-3.521364426,-0.916642526
pest,2.67,1,3,-2,4,7.5035,-2.056199305,-2.521364426,-0.916642526
urge,5.11,1,2,-2,4,5.8655,-2.056199305,-3.521364426,-0.916642526
user,3.67,1,3,-2,4,6.9435,-2.056199305,-2.521364426,-0.916642526
yard,5.7,1,3,-2,4,5.09525,-2.056199305,-2.521364426,-0.916642526
year,5.75,1,3,-2,4,7.2075,-2.056199305,-2.521364426,-0.916642526
mare,5.62,1,3,-2,4,7.3155,-2.056199305,-2.521364426,-0.916642526
ahoy,5.58,1,3,2,4,5.9355,-2.056199305,-2.521364426,3.083357474
ally,6.05,1,2,2,4,4.54775,-2.056199305,-3.521364426,3.083357474
ammo,4.18,1,2,2,4,5.1215,-2.056199305,-3.521364426,3.083357474
bill,3.11,1,2,2,4,4.127,-2.056199305,-3.521364426,3.083357474
blip,4.52,1,3,2,4,3.603,-2.056199305,-2.521364426,3.083357474
boil,4.48,1,3,2,4,4.9975,-2.056199305,-2.521364426,3.083357474
bony,4.95,1,2,2,4,4.4305,-2.056199305,-3.521364426,3.083357474
book,7.05,1,2,2,4,4.3195,-2.056199305,-3.521364426,3.083357474
boom,4.74,1,2,2,4,4.728,-2.056199305,-3.521364426,3.083357474
boon,4.84,1,2,2,4,5.81375,-2.056199305,-3.521364426,3.083357474
bulk,4.89,1,3,2,4,2.26175,-2.056199305,-2.521364426,3.083357474
bull,3.95,1,2,2,4,3.075,-2.056199305,-3.521364426,3.083357474
bump,5.05,1,2,2,4,2.14625,-2.056199305,-3.521364426,3.083357474
bunk,5.43,1,2,2,4,2.94275,-2.056199305,-3.521364426,3.083357474
buoy,5.9,1,3,2,4,3.43275,-2.056199305,-2.521364426,3.083357474
chin,5.07,1,3,2,4,5.64775,-2.056199305,-2.521364426,3.083357474
chip,6.32,1,3,2,4,4.44275,-2.056199305,-2.521364426,3.083357474
chop,4.6,1,3,2,4,4.578,-2.056199305,-2.521364426,3.083357474
chum,5.3,1,1,2,4,3.51,-2.056199305,-4.521364426,3.083357474
clip,5.36,1,3,2,4,3.9255,-2.056199305,-2.521364426,3.083357474
coil,4.94,1,3,2,4,5.32,-2.056199305,-2.521364426,3.083357474
coin,6.55,1,3,2,4,6.001,-2.056199305,-2.521364426,3.083357474
comp,6.16,1,3,2,4,3.656,-2.056199305,-2.521364426,3.083357474
conk,4.47,1,3,2,4,4.4525,-2.056199305,-2.521364426,3.083357474
cook,7.12,1,2,2,4,4.642,-2.056199305,-3.521364426,3.083357474
cool,6.82,1,1,2,4,5.45525,-2.056199305,-4.521364426,3.083357474
coon,4.32,1,2,2,4,6.13625,-2.056199305,-3.521364426,3.083357474
copy,5.22,1,3,2,4,3.548,-2.056199305,-2.521364426,3.083357474
coup,4.74,1,3,2,4,3.744,-2.056199305,-2.521364426,3.083357474
dill,5.85,1,2,2,4,4.81725,-2.056199305,-3.521364426,3.083357474
dojo,6,1,3,2,4,4.855,-2.056199305,-2.521364426,3.083357474
doll,5.88,1,1,2,4,4.9525,-2.056199305,-4.521364426,3.083357474
doom,3,1,2,2,4,5.41825,-2.056199305,-3.521364426,3.083357474
dull,3.4,1,2,2,4,3.76525,-2.056199305,-3.521364426,3.083357474
dump,3.73,1,2,2,4,2.8365,-2.056199305,-3.521364426,3.083357474
dunk,4.67,1,2,2,4,3.633,-2.056199305,-3.521364426,3.083357474
fill,5.56,1,2,2,4,4.311,-2.056199305,-3.521364426,3.083357474
film,6.33,1,3,2,4,3.90625,-2.056199305,-2.521364426,3.083357474
flip,5.6,1,3,2,4,3.787,-2.056199305,-2.521364426,3.083357474
flop,3.95,1,2,2,4,3.92225,-2.056199305,-3.521364426,3.083357474
foil,4.57,1,3,2,4,5.1815,-2.056199305,-2.521364426,3.083357474
folk,6.17,1,2,2,4,3.633,-2.056199305,-3.521364426,3.083357474
fool,3.56,1,1,2,4,5.31675,-2.056199305,-4.521364426,3.083357474
foul,3,1,3,2,4,4.1295,-2.056199305,-2.521364426,3.083357474
full,6,1,2,2,4,3.259,-2.056199305,-3.521364426,3.083357474
funk,3.2,1,2,2,4,3.12675,-2.056199305,-3.521364426,3.083357474
gimp,2.9,1,3,2,4,3.329,-2.056199305,-2.521364426,3.083357474
glum,2.82,1,2,2,4,2.801,-2.056199305,-3.521364426,3.083357474
goon,3.53,1,2,2,4,5.9445,-2.056199305,-3.521364426,3.083357474
goop,4.21,1,2,2,4,4.7395,-2.056199305,-3.521364426,3.083357474
gull,5.67,1,2,2,4,3.20575,-2.056199305,-3.521364426,3.083357474
gulp,4.7,1,3,2,4,2.68175,-2.056199305,-2.521364426,3.083357474
gunk,3.62,1,2,2,4,3.0735,-2.056199305,-3.521364426,3.083357474
rink,5.67,1,3,2,4,5.1185,-2.056199305,-2.521364426,3.083357474
roll,5.72,1,1,2,4,5.386,-2.056199305,-4.521364426,3.083357474
romp,6.79,1,3,2,4,4.45725,-2.056199305,-2.521364426,3.083357474
rook,5.58,1,2,2,4,5.44325,-2.056199305,-3.521364426,3.083357474
room,5.55,1,2,2,4,5.85175,-2.056199305,-3.521364426,3.083357474
ruin,2.32,1,3,2,4,5.615,-2.056199305,-2.521364426,3.083357474
rump,5.81,1,2,2,4,3.27,-2.056199305,-3.521364426,3.083357474
shin,5.09,1,3,2,4,6.534,-2.056199305,-2.521364426,3.083357474
ship,6.14,1,3,2,4,5.329,-2.056199305,-2.521364426,3.083357474
shop,5.89,1,3,2,4,5.46425,-2.056199305,-2.521364426,3.083357474
shun,2.42,1,1,2,4,5.482,-2.056199305,-4.521364426,3.083357474
silk,6.55,1,3,2,4,4.5225,-2.056199305,-2.521364426,3.083357474
sill,5,1,2,2,4,5.33575,-2.056199305,-3.521364426,3.083357474
silo,4.59,1,2,2,4,6.20625,-2.056199305,-3.521364426,3.083357474
sink,4.62,1,3,2,4,5.2035,-2.056199305,-2.521364426,3.083357474
skim,4.67,1,2,2,4,4.11775,-2.056199305,-3.521364426,3.083357474
skin,5.78,1,2,2,4,5.2035,-2.056199305,-3.521364426,3.083357474
skip,4.76,1,2,2,4,3.9985,-2.056199305,-3.521364426,3.083357474
slim,6.63,1,3,2,4,4.931,-2.056199305,-2.521364426,3.083357474
slip,4.33,1,3,2,4,4.81175,-2.056199305,-2.521364426,3.083357474
slop,3.74,1,2,2,4,4.947,-2.056199305,-3.521364426,3.083357474
slum,2.55,1,2,2,4,3.879,-2.056199305,-3.521364426,3.083357474
snip,4.32,1,3,2,4,5.49275,-2.056199305,-2.521364426,3.083357474
soil,5.21,1,3,2,4,6.20625,-2.056199305,-2.521364426,3.083357474
solo,5.91,1,1,2,4,6.3415,-2.056199305,-4.521364426,3.083357474
soul,6.61,1,3,2,4,5.15425,-2.056199305,-2.521364426,3.083357474
soup,7.05,1,3,2,4,4.63025,-2.056199305,-2.521364426,3.083357474
spin,4.9,1,3,2,4,5.49275,-2.056199305,-2.521364426,3.083357474
sulk,3.22,1,3,2,4,3.4705,-2.056199305,-2.521364426,3.083357474
sumo,4.45,1,2,2,4,4.7495,-2.056199305,-3.521364426,3.083357474
thin,5.47,1,3,2,4,7.21625,-2.056199305,-2.521364426,3.083357474
tiny,5.1,1,2,2,4,6.18625,-2.056199305,-3.521364426,3.083357474
toil,3.62,1,3,2,4,6.8885,-2.056199305,-2.521364426,3.083357474
toll,3.53,1,1,2,4,6.15325,-2.056199305,-4.521364426,3.083357474
tool,5.07,1,1,2,4,7.02375,-2.056199305,-4.521364426,3.083357474
typo,4.1,1,3,2,4,5.1165,-2.056199305,-2.521364426,3.083357474
whim,6.16,1,3,2,4,4.4565,-2.056199305,-2.521364426,3.083357474
whip,3.6,1,3,2,4,4.33725,-2.056199305,-2.521364426,3.083357474
wiki,5.85,1,1,2,4,4.266,-2.056199305,-4.521364426,3.083357474
will,5.32,1,2,2,4,4.344,-2.056199305,-3.521364426,3.083357474
wily,4.58,1,3,2,4,3.83125,-2.056199305,-2.521364426,3.083357474
wimp,3.05,1,3,2,4,3.41525,-2.056199305,-2.521364426,3.083357474
wink,6.62,1,3,2,4,4.21175,-2.056199305,-2.521364426,3.083357474
wino,3.05,1,3,2,4,5.8955,-2.056199305,-2.521364426,3.083357474
wool,5.38,1,1,2,4,5.34975,-2.056199305,-4.521364426,3.083357474
zoom,5.86,1,2,2,4,4.3735,-2.056199305,-3.521364426,3.083357474
hail,4.81,2,3,2,4,6.313,-1.056199305,-2.521364426,3.083357474
hall,5.89,2,2,2,4,5.57775,-1.056199305,-3.521364426,3.083357474
halo,6.63,2,2,2,4,6.44825,-1.056199305,-3.521364426,3.083357474
haul,4.95,2,3,2,4,5.261,-1.056199305,-2.521364426,3.083357474
hell,2.55,2,2,2,4,6.7115,-1.056199305,-3.521364426,3.083357474
help,6.95,2,3,2,4,6.1875,-1.056199305,-2.521364426,3.083357474
icky,3.53,2,3,2,4,3.1235,-1.056199305,-2.521364426,3.083357474
icon,6.05,2,3,2,4,6.001,-1.056199305,-2.521364426,3.083357474
idol,5.4,2,2,2,4,5.68775,-1.056199305,-3.521364426,3.083357474
iron,5.03,2,3,2,4,6.80225,-1.056199305,-2.521364426,3.083357474
jail,1.91,2,3,2,4,4.82775,-1.056199305,-2.521364426,3.083357474
kelp,5,2,3,2,4,4.857,-1.056199305,-2.521364426,3.083357474
lamp,5.74,2,3,2,4,4.13175,-1.056199305,-2.521364426,3.083357474
mail,6.28,2,3,2,4,5.391,-1.056199305,-2.521364426,3.083357474
maim,3.14,2,3,2,4,4.98625,-1.056199305,-2.521364426,3.083357474
main,5.27,2,3,2,4,6.072,-1.056199305,-2.521364426,3.083357474
mall,4.45,2,2,2,4,4.65575,-1.056199305,-3.521364426,3.083357474
memo,4.7,2,3,2,4,6.25525,-1.056199305,-2.521364426,3.083357474
menu,6.3,2,2,2,4,6.15375,-1.056199305,-3.521364426,3.083357474
nail,4.6,2,3,2,4,6.47675,-1.056199305,-2.521364426,3.083357474
neon,6.48,2,3,2,4,8.42675,-1.056199305,-2.521364426,3.083357474
pail,4.5,2,3,2,4,5.27175,-1.056199305,-2.521364426,3.083357474
pain,2,2,3,2,4,5.95275,-1.056199305,-2.521364426,3.083357474
palm,6.05,2,3,2,4,4.13175,-1.056199305,-2.521364426,3.083357474
prom,5.9,2,3,2,4,4.45725,-1.056199305,-2.521364426,3.083357474
prop,5.16,2,3,2,4,4.338,-1.056199305,-2.521364426,3.083357474
ugly,2.47,2,3,2,4,2.693,-1.056199305,-2.521364426,3.083357474
yank,4.47,2,3,2,4,4.4155,-1.056199305,-2.521364426,3.083357474
yell,3.58,2,2,2,4,5.6815,-1.056199305,-3.521364426,3.083357474
hick,3.67,2,3,2,4,4.1535,-1.056199305,-2.521364426,3.083357474
high,5.77,2,3,2,4,5.29225,-1.056199305,-2.521364426,3.083357474
hobo,3.94,2,3,2,4,5.65,-1.056199305,-2.521364426,3.083357474
hock,4.59,2,3,2,4,4.28875,-1.056199305,-2.521364426,3.083357474
horn,5,2,3,2,4,6.58425,-1.056199305,-2.521364426,3.083357474
howl,5.29,2,3,2,4,4.9965,-1.056199305,-2.521364426,3.083357474
hurl,3.32,2,2,2,4,4.716,-1.056199305,-3.521364426,3.083357474
husk,5,2,2,2,4,3.98775,-1.056199305,-3.521364426,3.083357474
inch,5.4,2,3,2,4,5.64775,-1.056199305,-2.521364426,3.083357474
info,5.95,2,3,2,4,5.8625,-1.056199305,-2.521364426,3.083357474
judo,5.79,2,2,2,4,3.66775,-1.056199305,-3.521364426,3.083357474
jury,4.23,2,2,2,4,2.718,-1.056199305,-3.521364426,3.083357474
kick,4.55,2,2,2,4,2.823,-1.056199305,-3.521364426,3.083357474
kiwi,6.11,2,2,2,4,4.266,-1.056199305,-3.521364426,3.083357474
lick,6.38,2,3,2,4,3.63625,-1.056199305,-2.521364426,3.083357474
lisp,3.9,2,3,2,4,4.81175,-1.056199305,-2.521364426,3.083357474
loan,4.19,2,2,2,4,6.612,-1.056199305,-3.521364426,3.083357474
loch,5.67,2,2,2,4,5.102,-1.056199305,-3.521364426,3.083357474
lock,4.56,2,2,2,4,3.7715,-1.056199305,-3.521364426,3.083357474
loco,4.53,2,2,2,4,5.45525,-1.056199305,-3.521364426,3.083357474
logo,5.53,2,2,2,4,5.2635,-1.056199305,-3.521364426,3.083357474
luau,6.05,2,3,2,4,4.427,-1.056199305,-2.521364426,3.083357474
luck,6.73,2,3,2,4,2.58425,-1.056199305,-2.521364426,3.083357474
lurk,3.48,2,3,2,4,3.3855,-1.056199305,-2.521364426,3.083357474
lush,6.48,2,3,2,4,4.801,-1.056199305,-2.521364426,3.083357474
moan,4.05,2,3,2,4,6.20725,-1.056199305,-2.521364426,3.083357474
mock,3.81,2,3,2,4,3.36675,-1.056199305,-2.521364426,3.083357474
morn,3.62,2,3,2,4,5.66225,-1.056199305,-2.521364426,3.083357474
moth,4.47,2,3,2,4,6.26575,-1.056199305,-2.521364426,3.083357474
muck,3.14,2,2,2,4,2.1795,-1.056199305,-3.521364426,3.083357474
mush,4.05,2,2,2,4,4.39625,-1.056199305,-3.521364426,3.083357474
musk,4.5,2,2,2,4,3.06575,-1.056199305,-3.521364426,3.083357474
myth,6.11,2,2,2,4,4.8825,-1.056199305,-3.521364426,3.083357474
norm,5.56,2,3,2,4,5.66225,-1.056199305,-2.521364426,3.083357474
nosy,3.1,2,3,2,4,5.63925,-1.056199305,-2.521364426,3.083357474
omen,3.77,2,3,2,4,7.341,-1.056199305,-2.521364426,3.083357474
opal,6,2,3,2,4,5.407,-1.056199305,-2.521364426,3.083357474
open,6.14,2,3,2,4,7.22175,-1.056199305,-2.521364426,3.083357474
pick,5.91,2,3,2,4,3.11225,-1.056199305,-2.521364426,3.083357474
pity,3.18,2,3,2,4,4.98125,-1.056199305,-2.521364426,3.083357474
plan,6.14,2,3,2,4,5.2175,-1.056199305,-2.521364426,3.083357474
play,7.55,2,3,2,4,4.02375,-1.056199305,-2.521364426,3.083357474
poem,6.62,2,3,2,4,6.136,-1.056199305,-2.521364426,3.083357474
pogo,5.4,2,3,2,4,4.7395,-1.056199305,-2.521364426,3.083357474
pork,5,2,3,2,4,4.04875,-1.056199305,-2.521364426,3.083357474
porn,4.32,2,3,2,4,5.543,-1.056199305,-2.521364426,3.083357474
posh,5.58,2,3,2,4,5.46425,-1.056199305,-2.521364426,3.083357474
puck,4.28,2,3,2,4,2.06025,-1.056199305,-2.521364426,3.083357474
push,5.39,2,3,2,4,4.277,-1.056199305,-2.521364426,3.083357474
undo,5.35,2,2,2,4,5.31675,-1.056199305,-3.521364426,3.083357474
hike,6.68,1,2,2,4,6.6335,-2.056199305,-3.521364426,3.083357474
hilt,5.15,1,3,2,4,6.53525,-2.056199305,-2.521364426,3.083357474
hind,4.7,1,3,2,4,6.0155,-2.056199305,-2.521364426,3.083357474
hint,6.05,1,3,2,4,7.21625,-2.056199305,-2.521364426,3.083357474
hold,6.05,1,2,2,4,5.46975,-2.056199305,-3.521364426,3.083357474
hole,5.28,1,2,2,4,7.582,-2.056199305,-3.521364426,3.083357474
home,7.48,1,3,2,4,7.17725,-2.056199305,-2.521364426,3.083357474
hone,5.42,1,3,2,4,8.263,-2.056199305,-2.521364426,3.083357474
hood,4.95,1,2,2,4,6.34025,-2.056199305,-3.521364426,3.083357474
hoof,4.74,1,2,2,4,5.834,-2.056199305,-3.521364426,3.083357474
hoot,6,1,2,2,4,7.541,-2.056199305,-3.521364426,3.083357474
hope,7.48,1,3,2,4,7.058,-2.056199305,-2.521364426,3.083357474
hour,5.05,1,3,2,4,5.5865,-2.056199305,-2.521364426,3.083357474
hunt,3.84,1,1,2,4,6.16425,-2.056199305,-4.521364426,3.083357474
hype,5.41,1,2,2,4,5.67475,-2.056199305,-3.521364426,3.083357474
jinx,3.59,1,3,2,4,3.5045,-2.056199305,-2.521364426,3.083357474
joke,7.88,1,3,2,4,5.2835,-2.056199305,-2.521364426,3.083357474
jolt,4.43,1,2,2,4,5.18525,-2.056199305,-3.521364426,3.083357474
jour,5.74,1,3,2,4,4.10125,-2.056199305,-2.521364426,3.083357474
juke,5,1,2,2,4,4.09625,-2.056199305,-3.521364426,3.083357474
kilt,5.12,1,2,2,4,5.20475,-2.056199305,-3.521364426,3.083357474
kind,7.78,1,2,2,4,4.685,-2.056199305,-3.521364426,3.083357474
king,6,1,2,2,4,4.1255,-2.056199305,-3.521364426,3.083357474
knit,5.85,1,3,2,4,5.88575,-2.056199305,-2.521364426,3.083357474
knob,5.21,1,3,2,4,4.13,-2.056199305,-2.521364426,3.083357474
knot,4.57,1,3,2,4,6.021,-2.056199305,-2.521364426,3.083357474
know,6.82,1,3,2,4,4.347,-2.056199305,-2.521364426,3.083357474
like,7.44,1,2,2,4,6.11625,-2.056199305,-3.521364426,3.083357474
limb,4.42,1,3,2,4,3.72225,-2.056199305,-2.521364426,3.083357474
lime,6.1,1,3,2,4,6.52475,-2.056199305,-2.521364426,3.083357474
line,4.82,1,3,2,4,7.6105,-2.056199305,-2.521364426,3.083357474
lint,4.3,1,3,2,4,6.699,-2.056199305,-2.521364426,3.083357474
lone,3.75,1,2,2,4,7.74575,-2.056199305,-3.521364426,3.083357474
loot,4.43,1,1,2,4,7.02375,-2.056199305,-4.521364426,3.083357474
lung,4.84,1,2,2,4,3.88675,-2.056199305,-3.521364426,3.083357474
mild,5.9,1,3,2,4,4.4125,-2.056199305,-2.521364426,3.083357474
mile,4.78,1,3,2,4,6.52475,-2.056199305,-2.521364426,3.083357474
mime,4.58,1,3,2,4,6.12,-2.056199305,-2.521364426,3.083357474
mind,6.7,1,3,2,4,5.0935,-2.056199305,-2.521364426,3.083357474
mint,6.55,1,3,2,4,6.29425,-2.056199305,-2.521364426,3.083357474
minx,6.63,1,3,2,4,4.06775,-2.056199305,-2.521364426,3.083357474
mold,2.71,1,2,2,4,4.54775,-2.056199305,-3.521364426,3.083357474
mole,4.23,1,2,2,4,6.66,-2.056199305,-3.521364426,3.083357474
mood,5.29,1,2,2,4,5.41825,-2.056199305,-3.521364426,3.083357474
moor,4.95,1,2,2,4,5.85175,-2.056199305,-3.521364426,3.083357474
moot,4.62,1,2,2,4,6.619,-2.056199305,-3.521364426,3.083357474
mope,3.27,1,3,2,4,6.136,-2.056199305,-2.521364426,3.083357474
mule,4.26,1,2,2,4,5.47275,-2.056199305,-3.521364426,3.083357474
Nike,5.86,1,2,2,4,6.79725,-2.056199305,-3.521364426,3.083357474
nine,5.1,1,3,2,4,8.2915,-2.056199305,-2.521364426,3.083357474
noir,5.37,1,3,2,4,6.80225,-2.056199305,-2.521364426,3.083357474
nuke,3.67,1,2,2,4,5.74525,-2.056199305,-3.521364426,3.083357474
numb,3.79,1,1,2,4,3.35125,-2.056199305,-4.521364426,3.083357474
pike,4.73,1,2,2,4,5.59225,-2.056199305,-3.521364426,3.083357474
pile,4.74,1,3,2,4,6.4055,-2.056199305,-2.521364426,3.083357474
pine,6.58,1,3,2,4,7.0865,-2.056199305,-2.521364426,3.083357474
ping,5.67,1,3,2,4,4.41475,-2.056199305,-2.521364426,3.083357474
pint,5.53,1,3,2,4,6.175,-2.056199305,-2.521364426,3.083357474
pipe,4.75,1,3,2,4,5.8815,-2.056199305,-2.521364426,3.083357474
plot,4.9,1,2,2,4,5.62925,-2.056199305,-3.521364426,3.083357474
plow,5.09,1,2,2,4,3.95525,-2.056199305,-3.521364426,3.083357474
plug,4.42,1,3,2,4,2.68175,-2.056199305,-2.521364426,3.083357474
poke,4.14,1,3,2,4,5.7275,-2.056199305,-2.521364426,3.083357474
pole,5.6,1,2,2,4,6.54075,-2.056199305,-3.521364426,3.083357474
pond,6.32,1,3,2,4,5.1095,-2.056199305,-2.521364426,3.083357474
pong,5.05,1,3,2,4,4.55,-2.056199305,-2.521364426,3.083357474
poof,5.7,1,2,2,4,4.79275,-2.056199305,-3.521364426,3.083357474
poor,3.67,1,2,2,4,5.7325,-2.056199305,-3.521364426,3.083357474
pope,5.18,1,3,2,4,6.01675,-2.056199305,-2.521364426,3.083357474
Pope,3.7,1,3,2,4,6.01675,-2.056199305,-2.521364426,3.083357474
pour,5.16,1,3,2,4,4.54525,-2.056199305,-2.521364426,3.083357474
pout,3.33,1,3,2,4,5.3125,-2.056199305,-2.521364426,3.083357474
puke,1.84,1,3,2,4,4.54025,-2.056199305,-2.521364426,3.083357474
punt,4.62,1,2,2,4,5.123,-2.056199305,-3.521364426,3.083357474
unit,5.29,1,2,2,4,6.38225,-2.056199305,-3.521364426,3.083357474
yoke,5.39,1,3,2,4,5.73875,-2.056199305,-2.521364426,3.083357474
acre,5.53,0,3,-4,4,7.4095,-3.056199305,-2.521364426,-2.916642526
area,5.56,0,3,-4,4,8.75575,-3.056199305,-2.521364426,-2.916642526
awed,6.05,0,2,-4,4,6.8705,-3.056199305,-3.521364426,-2.916642526
babe,6.86,0,3,-4,4,5.96325,-3.056199305,-2.521364426,-2.916642526
bard,4.45,0,3,-4,4,4.97475,-3.056199305,-2.521364426,-2.916642526
bare,5.5,0,3,-4,4,7.087,-3.056199305,-2.521364426,-2.916642526
barf,2.32,0,2,-4,4,4.4685,-3.056199305,-3.521364426,-2.916642526
base,5.68,0,3,-4,4,7.172,-3.056199305,-2.521364426,-2.916642526
bass,5.23,0,2,-4,4,5.57825,-3.056199305,-3.521364426,-2.916642526
bead,6.05,0,3,-4,4,6.6535,-3.056199305,-2.521364426,-2.916642526
bear,5.33,0,3,-4,4,7.087,-3.056199305,-2.521364426,-2.916642526
beat,4.38,0,3,-4,4,7.85425,-3.056199305,-2.521364426,-2.916642526
beef,6.11,0,2,-4,4,7.281,-3.056199305,-3.521364426,-2.916642526
beer,5.67,0,2,-4,4,8.22075,-3.056199305,-3.521364426,-2.916642526
bees,5.14,0,2,-4,4,8.30575,-3.056199305,-3.521364426,-2.916642526
beta,5.55,0,3,-4,4,7.85425,-3.056199305,-2.521364426,-2.916642526
brag,4.05,0,2,-4,4,4.41525,-3.056199305,-3.521364426,-2.916642526
brat,2.67,0,2,-4,4,6.1755,-3.056199305,-3.521364426,-2.916642526
brew,5.42,0,2,-4,4,5.63525,-3.056199305,-3.521364426,-2.916642526
cage,3.11,0,3,-4,4,6.4165,-3.056199305,-2.521364426,-2.916642526
card,5.5,0,3,-4,4,5.29725,-3.056199305,-2.521364426,-2.916642526
care,7.64,0,3,-4,4,7.4095,-3.056199305,-2.521364426,-2.916642526
cart,5.37,0,2,-4,4,6.498,-3.056199305,-3.521364426,-2.916642526
case,5.18,0,3,-4,4,7.4945,-3.056199305,-2.521364426,-2.916642526
cast,5.26,0,3,-4,4,6.583,-3.056199305,-2.521364426,-2.916642526
cave,5.15,0,3,-4,4,6.15725,-3.056199305,-2.521364426,-2.916642526
crab,5.81,0,3,-4,4,4.607,-3.056199305,-2.521364426,-2.916642526
crew,5.83,0,3,-4,4,5.95775,-3.056199305,-2.521364426,-2.916642526
czar,4.53,0,2,-4,4,4.2525,-3.056199305,-3.521364426,-2.916642526
daft,4.5,0,2,-4,4,5.926,-3.056199305,-3.521364426,-2.916642526
dare,4.67,0,3,-4,4,7.77725,-3.056199305,-2.521364426,-2.916642526
dart,4.76,0,2,-4,4,6.86575,-3.056199305,-3.521364426,-2.916642526
date,7.18,0,3,-4,4,8.5445,-3.056199305,-2.521364426,-2.916642526
daze,4.14,0,2,-4,4,6.299,-3.056199305,-3.521364426,-2.916642526
dead,2.02,0,2,-4,4,7.34375,-3.056199305,-3.521364426,-2.916642526
deaf,3.19,0,2,-4,4,6.8375,-3.056199305,-3.521364426,-2.916642526
debt,1.95,0,1,-4,4,6.87575,-3.056199305,-4.521364426,-2.916642526
deed,5.89,0,0,-4,4,8.4775,-3.056199305,-5.521364426,-2.916642526
deer,6.89,0,1,-4,4,8.911,-3.056199305,-4.521364426,-2.916642526
deft,4.67,0,1,-4,4,7.05975,-3.056199305,-4.521364426,-2.916642526
drab,2.76,0,3,-4,4,4.97475,-3.056199305,-2.521364426,-2.916642526
drag,3.68,0,3,-4,4,5.1055,-3.056199305,-2.521364426,-2.916642526
drat,4.25,0,3,-4,4,6.86575,-3.056199305,-2.521364426,-2.916642526
draw,6.18,0,3,-4,4,5.19175,-3.056199305,-2.521364426,-2.916642526
ease,6.15,0,3,-4,4,9.9745,-3.056199305,-2.521364426,-2.916642526
east,6.33,0,3,-4,4,9.063,-3.056199305,-2.521364426,-2.916642526
edge,4.43,0,2,-4,4,7.918,-3.056199305,-3.521364426,-2.916642526
exec,4.86,0,2,-4,4,7.084,-3.056199305,-3.521364426,-2.916642526
face,6.36,0,2,-4,4,6.46975,-3.056199305,-3.521364426,-2.916642526
fact,6.23,0,3,-4,4,5.55825,-3.056199305,-2.521364426,-2.916642526
fade,4.65,0,2,-4,4,6.8375,-3.056199305,-3.521364426,-2.916642526
