word,happiness_average,LR_switch,finger_switch,rha,word_length,letter_freq,hand_c,finger_c,rha_c
erroneously,3.94,5,9,1,11,6.747727273,2.484160613,4.379237288,2.126109766
error,2.6,2,3,-3,5,7.634,-0.515839387,-1.620762712,-1.873890234
errors,2.86,2,4,-4,6,7.416166667,-0.515839387,-0.620762712,-2.873890234
es,4.8,0,1,-2,2,9.5145,-2.515839387,-3.620762712,-0.873890234
esa,4.9,0,2,-3,3,9.065333333,-2.515839387,-2.620762712,-1.873890234
escape,5.64,2,5,-4,6,7.434833333,-0.515839387,0.379237288,-2.873890234
escaped,5.84,2,5,-5,7,6.980285714,-0.515839387,0.379237288,-3.873890234
ese,4.76,0,2,-3,3,10.577,-2.515839387,-2.620762712,-1.873890234
eso,4.82,1,2,-1,3,8.845333333,-1.515839387,-2.620762712,0.126109766
esp,5.4,1,2,-1,3,6.986,-1.515839387,-2.620762712,0.126109766
especially,6.16,5,7,0,10,6.1599,2.484160613,2.379237288,1.126109766
espn,5.62,1,3,0,4,6.92675,-1.515839387,-1.620762712,1.126109766
essa,4.78,0,2,-4,4,8.38075,-2.515839387,-2.620762712,-2.873890234
essay,4.76,1,3,-3,5,7.0994,-1.515839387,-1.620762712,-1.873890234
essays,4.48,2,4,-4,6,6.970666667,-0.515839387,-0.620762712,-2.873890234
esse,5.02,0,2,-4,4,9.5145,-2.515839387,-2.620762712,-2.873890234
essence,6.1,2,4,-5,7,8.613,-0.515839387,-0.620762712,-3.873890234
essential,6.02,5,7,-3,9,8.113444444,2.484160613,2.379237288,-1.873890234
essentially,5.76,5,8,-1,11,7.183636364,2.484160613,3.379237288,0.126109766
est,4.84,0,2,-3,3,9.361666667,-2.515839387,-2.620762712,-1.873890234
esta,5.04,0,3,-4,4,9.063,-2.515839387,-1.620762712,-2.873890234
establish,5.9,3,8,-3,9,6.795111111,0.484160613,3.379237288,-1.873890234
established,6.18,4,9,-5,11,7.101,1.484160613,4.379237288,-3.873890234
establishing,5.8,4,11,-2,12,6.407166667,1.484160613,6.379237288,-0.873890234
establishment,5.36,6,11,-3,13,7.082230769,3.484160613,6.379237288,-1.873890234
estar,5.28,0,4,-5,5,8.4478,-2.515839387,-0.620762712,-3.873890234
estas,4.72,0,4,-5,5,8.5158,-2.515839387,-0.620762712,-3.873890234
estate,6.2,0,5,-6,6,9.668333333,-2.515839387,0.379237288,-4.873890234
estates,5.74,0,6,-7,7,9.191,-2.515839387,1.379237288,-5.873890234
este,4.98,0,3,-4,4,10.19675,-2.515839387,-1.620762712,-2.873890234
esteemed,6.78,2,5,-6,8,9.10625,-0.515839387,0.379237288,-4.873890234
esther,5.28,2,5,-4,6,8.811333333,-0.515839387,0.379237288,-2.873890234
estimate,5.4,2,7,-4,8,8.42275,-0.515839387,2.379237288,-2.873890234
estimated,5.58,2,7,-5,9,7.959444444,-0.515839387,2.379237288,-3.873890234
estimates,5.32,2,8,-5,9,8.189888889,-0.515839387,3.379237288,-3.873890234
esto,4.96,1,3,-2,4,8.898,-1.515839387,-1.620762712,-0.873890234
estou,5.02,1,4,-1,5,7.67,-1.515839387,-0.620762712,0.126109766
estoy,5.14,1,4,-1,5,7.5132,-1.515839387,-0.620762712,0.126109766
et,5.1,0,1,-2,2,10.879,-2.515839387,-3.620762712,-0.873890234
etc,5.18,0,2,-3,3,8.18,-2.515839387,-2.620762712,-1.873890234
eternal,7.2,3,6,-3,7,8.484,0.484160613,1.379237288,-1.873890234
eternally,6.96,3,7,-1,9,7.265222222,0.484160613,2.379237288,0.126109766
eternity,6.9,3,7,-2,8,8.149,0.484160613,2.379237288,-0.873890234
ethical,6.2,3,6,-1,7,7.113142857,0.484160613,1.379237288,0.126109766
ethics,6.52,2,5,-2,6,7.321166667,-0.515839387,0.379237288,-0.873890234
ethnic,5.84,2,4,0,6,7.3915,-0.515839387,-0.620762712,1.126109766
etsy,5.28,1,3,-2,4,7.51475,-1.515839387,-1.620762712,-0.873890234
eu,4.8,1,1,0,2,7.73,-1.515839387,-3.620762712,1.126109766
euch,4.64,3,3,0,4,6.084,0.484160613,-1.620762712,1.126109766
eugene,5.08,4,5,-2,6,8.271333333,1.484160613,0.379237288,-0.873890234
euro,5.72,3,3,0,4,7.2385,0.484160613,-1.620762712,1.126109766
europe,6.4,4,5,0,6,7.264166667,1.484160613,0.379237288,1.126109766
european,5.94,5,7,0,8,7.312625,2.484160613,2.379237288,1.126109766
eva,5.52,0,2,-3,3,7.282333333,-2.515839387,-2.620762712,-1.873890234
evaluate,5.56,2,7,-4,8,7.319375,-0.515839387,2.379237288,-2.873890234
evaluation,5.32,3,9,0,10,6.7075,0.484160613,4.379237288,1.126109766
evan,5.6,1,3,-2,4,7.149,-1.515839387,-1.620762712,-0.873890234
evans,5.24,2,4,-3,5,6.9846,-0.515839387,-0.620762712,-1.873890234
eve,5.62,0,2,-3,3,8.794,-2.515839387,-2.620762712,-1.873890234
evelyn,5.44,1,4,0,6,6.521666667,-1.515839387,-0.620762712,1.126109766
even,5.58,1,3,-2,4,8.28275,-1.515839387,-1.620762712,-0.873890234
evening,6.42,2,6,-1,7,6.980142857,-0.515839387,1.379237288,0.126109766
event,6.12,2,4,-3,5,8.4374,-0.515839387,-0.620762712,-1.873890234
events,6.26,2,5,-4,6,8.085666667,-0.515839387,0.379237288,-2.873890234
eventually,5.28,5,8,0,10,6.3136,2.484160613,3.379237288,1.126109766
ever,5.42,0,3,-4,4,8.09225,-2.515839387,-1.620762712,-2.873890234
everlasting,7.06,4,10,-5,11,6.879454545,1.484160613,5.379237288,-3.873890234
every,5.64,1,4,-3,5,6.8686,-1.515839387,-0.620762712,-1.873890234
everybody,6.2,5,8,-3,9,5.507666667,2.484160613,3.379237288,-1.873890234
everyday,5.74,3,7,-4,8,6.092125,0.484160613,2.379237288,-2.873890234
everyone,6.12,2,7,-2,8,7.662625,-0.515839387,2.379237288,-0.873890234
everything,5.96,4,9,-2,10,6.5223,1.484160613,4.379237288,-0.873890234
everytime,5.48,4,8,-3,9,7.274777778,1.484160613,3.379237288,-1.873890234
everywhere,5.76,4,9,-6,10,7.4188,1.484160613,4.379237288,-4.873890234
evidence,5.64,4,5,-4,8,7.47925,1.484160613,0.379237288,-2.873890234
evident,5.67,4,5,-3,7,7.629428571,1.484160613,0.379237288,-1.873890234
evidently,5.88,5,7,-1,9,6.600555556,2.484160613,2.379237288,0.126109766
evil,1.9,1,3,0,4,6.16775,-1.515839387,-1.620762712,1.126109766
evolution,6.22,3,7,3,9,6.472,0.484160613,2.379237288,4.126109766
ew,4.44,0,1,-2,2,7.531,-2.515839387,-3.620762712,-0.873890234
ex,4.18,0,1,-2,2,6.426,-2.515839387,-3.620762712,-0.873890234
exact,6.04,0,4,-5,5,6.5714,-2.515839387,-0.620762712,-3.873890234
exactly,6,1,6,-3,7,5.550857143,-1.515839387,1.379237288,-1.873890234
exam,4.18,1,3,-2,4,5.85625,-1.515839387,-1.620762712,-0.873890234
examination,4.82,3,10,1,11,6.871363636,0.484160613,5.379237288,2.126109766
examine,5.16,2,6,-1,7,7.120285714,-0.515839387,1.379237288,0.126109766
examined,5.65,2,6,-2,8,6.761875,-0.515839387,1.379237288,-0.873890234
example,5.58,2,6,-1,7,6.011571429,-0.515839387,1.379237288,0.126109766
examples,5.84,2,7,-2,8,6.051,-0.515839387,2.379237288,-0.873890234
exams,3.78,2,4,-3,5,5.9504,-0.515839387,-0.620762712,-1.873890234
exceed,5.96,0,2,-6,6,7.5485,-2.515839387,-2.620762712,-4.873890234
excellent,8.18,4,6,-3,9,7.210333333,1.484160613,1.379237288,-1.873890234
except,4.7,2,4,-4,6,6.5535,-0.515839387,-0.620762712,-2.873890234
exception,5.48,3,7,-1,9,6.727,0.484160613,2.379237288,0.126109766
exceptions,5.52,4,8,-2,10,6.687,1.484160613,3.379237288,-0.873890234
excess,5.22,0,3,-6,6,6.831666667,-2.515839387,-1.620762712,-4.873890234
excessive,4.7,2,6,-7,9,6.848444444,-0.515839387,1.379237288,-5.873890234
exchange,5.68,4,7,-4,8,6.420125,1.484160613,2.379237288,-2.873890234
exchanges,5.66,4,8,-5,9,6.409777778,1.484160613,3.379237288,-3.873890234
excited,7.62,2,5,-5,7,6.944428571,-0.515839387,0.379237288,-3.873890234
excitement,7.62,6,9,-4,10,7.5271,3.484160613,4.379237288,-2.873890234
exciting,7.58,4,7,-2,8,5.92325,1.484160613,2.379237288,-0.873890234
excluded,3.58,2,5,-4,8,5.453125,-0.515839387,0.379237288,-2.873890234
exclusive,6.48,4,8,-3,9,5.487777778,1.484160613,3.379237288,-1.873890234
exclusively,6.12,5,10,-1,11,5.035363636,2.484160613,5.379237288,0.126109766
excuse,4.58,2,5,-4,6,6.236833333,-0.515839387,0.379237288,-2.873890234
excuses,3.84,2,6,-5,7,6.249714286,-0.515839387,1.379237288,-3.873890234
exec,4.98,0,2,-4,4,7.084,-2.515839387,-2.620762712,-2.873890234
executed,3.94,2,5,-6,8,7.138125,-0.515839387,0.379237288,-4.873890234
execution,3.1,3,7,-1,9,6.819111111,0.484160613,2.379237288,0.126109766
executive,5.58,4,7,-5,9,6.755111111,1.484160613,2.379237288,-3.873890234
executives,5,4,8,-6,10,6.7123,1.484160613,3.379237288,-4.873890234
exercise,6.3,2,7,-6,8,7.53975,-0.515839387,2.379237288,-4.873890234
exercised,6.39,2,7,-7,9,7.174555556,-0.515839387,2.379237288,-5.873890234
exercises,6.54,2,8,-7,9,7.405,-0.515839387,3.379237288,-5.873890234
exhausted,3.14,4,7,-5,9,6.912111111,1.484160613,2.379237288,-3.873890234
exhibit,5.96,4,6,-1,7,6.203714286,1.484160613,1.379237288,0.126109766
exhibition,6.58,5,9,2,10,6.4648,2.484160613,4.379237288,3.126109766
exist,5.9,2,4,-3,5,7.0402,-0.515839387,-0.620762712,-1.873890234
existed,6.35,2,5,-5,7,7.450857143,-0.515839387,0.379237288,-3.873890234
existence,5.9,4,7,-5,9,7.792888889,1.484160613,2.379237288,-3.873890234
existing,5.18,4,7,-2,8,6.366375,1.484160613,2.379237288,-0.873890234
exists,6.34,2,5,-4,6,6.921333333,-0.515839387,0.379237288,-2.873890234
exit,4.78,2,3,-2,4,7.2185,-0.515839387,-1.620762712,-0.873890234
expand,6.04,4,5,-2,6,5.658333333,1.484160613,0.379237288,-0.873890234
expanded,5.88,4,5,-4,8,6.363125,1.484160613,0.379237288,-2.873890234
expanding,5.72,6,8,-1,9,5.52,3.484160613,3.379237288,0.126109766
expansion,6.3,5,8,1,9,6.360666667,2.484160613,3.379237288,2.126109766
expect,5.9,2,4,-4,6,6.5535,-0.515839387,-0.620762712,-2.873890234
expectations,5.46,4,10,-4,12,7.00775,1.484160613,5.379237288,-2.873890234
expected,5.74,2,5,-6,8,7.0345,-0.515839387,0.379237288,-4.873890234
expecting,6.58,4,7,-3,9,6.116777778,1.484160613,2.379237288,-1.873890234
expects,5.64,2,5,-5,7,6.521142857,-0.515839387,0.379237288,-3.873890234
expedition,6.34,5,8,0,10,6.898,2.484160613,3.379237288,1.126109766
expenditure,4.2,8,10,-3,11,6.904909091,5.484160613,5.379237288,-1.873890234
expense,3.96,4,6,-3,7,7.608714286,1.484160613,1.379237288,-1.873890234
expenses,3.32,4,7,-4,8,7.4485,1.484160613,2.379237288,-2.873890234
expensive,3.54,6,8,-3,9,6.800555556,3.484160613,3.379237288,-1.873890234
experience,6.34,6,8,-4,10,7.5371,3.484160613,3.379237288,-2.873890234
experienced,6.82,6,8,-5,11,7.238545455,3.484160613,3.379237288,-3.873890234
experiences,6.32,6,9,-5,11,7.427090909,3.484160613,4.379237288,-3.873890234
experiment,5.76,6,9,-2,10,7.1349,3.484160613,4.379237288,-0.873890234
experimental,5.84,7,11,-2,12,6.96175,4.484160613,6.379237288,-0.873890234
experiments,6.18,6,10,-3,11,7.061454545,3.484160613,5.379237288,-1.873890234
expert,6.64,2,4,-4,6,7.087666667,-0.515839387,-0.620762712,-2.873890234
experts,6.28,2,5,-5,7,6.979,-0.515839387,0.379237288,-3.873890234
explain,5.46,3,6,1,7,5.812571429,0.484160613,1.379237288,2.126109766
explained,5.98,4,7,-1,9,6.404777778,1.484160613,2.379237288,0.126109766
explains,5.66,4,7,0,8,5.876875,1.484160613,2.379237288,1.126109766
explanation,5.56,5,10,1,11,6.560636364,2.484160613,5.379237288,2.126109766
explicit,4.85,4,7,0,8,5.572,1.484160613,2.379237288,1.126109766
explicitly,5.39,5,9,2,10,5.0575,2.484160613,4.379237288,3.126109766
explode,4.18,2,4,-1,7,6.181142857,-0.515839387,-0.620762712,0.126109766
explore,6.37,2,5,-1,7,6.428857143,-0.515839387,0.379237288,0.126109766
explosion,2.94,3,7,3,9,5.984666667,0.484160613,2.379237288,4.126109766
export,5.48,2,4,-2,6,6.221833333,-0.515839387,-0.620762712,-0.873890234
exports,5.94,2,5,-3,7,6.236857143,-0.515839387,0.379237288,-1.873890234
exposed,4.2,2,5,-3,7,6.51,-0.515839387,0.379237288,-1.873890234
exposure,4.82,4,7,-2,8,6.25775,1.484160613,2.379237288,-0.873890234
express,6.04,2,5,-5,7,6.589142857,-0.515839387,0.379237288,-3.873890234
expressed,5.82,2,6,-7,9,7.008777778,-0.515839387,1.379237288,-5.873890234
expression,6.18,3,8,-2,10,6.7346,0.484160613,3.379237288,-0.873890234
expressions,6.6,4,9,-3,11,6.697545455,1.484160613,4.379237288,-1.873890234
extend,6,2,5,-4,6,7.602,-0.515839387,0.379237288,-2.873890234
extended,5.8,2,5,-6,8,7.820875,-0.515839387,0.379237288,-4.873890234
extending,6.1,4,8,-3,9,6.815777778,1.484160613,3.379237288,-1.873890234
extends,5.56,2,6,-5,7,7.419857143,-0.515839387,1.379237288,-3.873890234
extension,5.52,3,8,-1,9,7.656444444,0.484160613,3.379237288,0.126109766
extensive,5.48,4,8,-5,9,7.592444444,1.484160613,3.379237288,-3.873890234
extent,5.1,2,5,-4,6,8.4025,-0.515839387,0.379237288,-2.873890234
external,5.48,3,7,-4,8,7.44225,0.484160613,2.379237288,-2.873890234
extra,6.52,0,3,-5,5,7.2124,-2.515839387,-1.620762712,-3.873890234
extract,5.28,0,5,-7,7,6.842857143,-2.515839387,0.379237288,-5.873890234
extraordinary,7.5,5,11,-5,13,6.434769231,2.484160613,6.379237288,-3.873890234
extreme,5.12,2,5,-5,7,7.957857143,-0.515839387,0.379237288,-3.873890234
extremely,5.7,3,7,-3,9,6.856,0.484160613,2.379237288,-1.873890234
ey,4.92,1,1,0,2,7.338,-1.515839387,-3.620762712,1.126109766
eye,6.14,2,2,-1,3,9.126,-0.515839387,-2.620762712,0.126109766
eyed,5.5,2,2,-2,4,7.90775,-0.515839387,-2.620762712,-0.873890234
eyes,6.24,2,3,-2,4,8.42625,-0.515839387,-1.620762712,-0.873890234
f,4.64,0,0,-1,1,2.228,-2.515839387,-4.620762712,0.126109766
fa,4.8,0,1,-2,2,5.1975,-2.515839387,-3.620762712,-0.873890234
fab,6.1,0,2,-3,3,3.962333333,-2.515839387,-2.620762712,-1.873890234
fabric,5.98,2,4,-4,6,4.603666667,-0.515839387,-0.620762712,-2.873890234
fabulous,7.38,2,6,0,8,4.40775,-0.515839387,1.379237288,1.126109766
face,6.12,0,2,-4,4,6.46975,-2.515839387,-2.620762712,-2.873890234
facebook,6.08,1,5,-2,8,5.394625,-1.515839387,0.379237288,-0.873890234
faced,5.24,0,2,-5,5,6.0264,-2.515839387,-2.620762712,-3.873890234
faces,6.2,0,3,-5,5,6.4412,-2.515839387,-1.620762712,-3.873890234
facilities,5.76,4,9,-2,10,6.6185,1.484160613,4.379237288,-0.873890234
facility,5.26,3,7,0,8,5.2705,0.484160613,2.379237288,1.126109766
facing,5.26,2,5,-2,6,4.817833333,-0.515839387,0.379237288,-0.873890234
fact,5.9,0,3,-4,4,5.55825,-2.515839387,-1.620762712,-2.873890234
factor,5.1,2,5,-4,6,5.9545,-0.515839387,0.379237288,-2.873890234
factors,5.14,2,6,-5,7,6.007714286,-0.515839387,1.379237288,-3.873890234
factory,5.08,3,6,-3,7,5.385857143,0.484160613,1.379237288,-1.873890234
facts,6.06,0,4,-5,5,5.712,-2.515839387,-0.620762712,-3.873890234
faculty,5.5,3,6,-1,7,4.427142857,0.484160613,1.379237288,0.126109766
fade,4.04,0,2,-4,4,6.8375,-2.515839387,-2.620762712,-2.873890234
faded,4.34,0,2,-5,5,6.3206,-2.515839387,-2.620762712,-3.873890234
fades,3.81,0,3,-5,5,6.7354,-2.515839387,-1.620762712,-3.873890234
fading,4.06,2,5,-2,6,5.063,-0.515839387,0.379237288,-0.873890234
faggot,3.18,2,4,-4,6,5.164666667,-0.515839387,-0.620762712,-2.873890234
fail,1.96,1,3,0,4,5.3465,-1.515839387,-1.620762712,1.126109766
failed,1.84,2,4,-2,6,6.390166667,-0.515839387,-0.620762712,-0.873890234
failing,2.52,2,6,1,7,5.302285714,-0.515839387,1.379237288,2.126109766
fails,2.06,2,4,-1,5,5.5426,-0.515839387,-0.620762712,0.126109766
failure,2.06,2,6,-1,7,6.119,-0.515839387,1.379237288,0.126109766
fair,6.96,2,3,-2,4,5.837,-0.515839387,-1.620762712,-0.873890234
faire,5.98,2,4,-3,5,7.21,-0.515839387,-0.620762712,-1.873890234
fairfield,5.56,6,7,-3,9,5.946888889,3.484160613,2.379237288,-1.873890234
fairly,6.28,3,5,0,6,4.891166667,0.484160613,0.379237288,1.126109766
fairy,7.02,3,4,-1,5,5.0644,0.484160613,-0.620762712,0.126109766
fait,5.08,2,3,-2,4,6.60425,-0.515839387,-1.620762712,-0.873890234
faith,7.08,3,4,-1,5,6.5022,0.484160613,-0.620762712,0.126109766
faithful,7.51,5,7,0,8,5.19025,2.484160613,2.379237288,1.126109766
fake,2.9,2,3,-2,4,5.96725,-0.515839387,-1.620762712,-0.873890234
fall,4.04,1,2,0,4,4.61125,-1.515839387,-2.620762712,1.126109766
fallen,3.52,3,4,0,6,6.316,0.484160613,-0.620762712,1.126109766
fallin,4.08,1,4,2,6,5.36,-1.515839387,-0.620762712,3.126109766
falling,3.28,2,5,1,7,4.882142857,-0.515839387,0.379237288,2.126109766
falls,3.6,2,3,-1,5,4.9544,-0.515839387,-1.620762712,0.126109766
falta,5.08,2,4,-3,5,6.3286,-0.515839387,-0.620762712,-1.873890234
fam,5.4,1,2,-1,3,4.267,-1.515839387,-2.620762712,0.126109766
fame,6.5,2,3,-2,4,6.37575,-0.515839387,-1.620762712,-0.873890234
familiar,6.44,2,7,0,8,5.614,-0.515839387,2.379237288,1.126109766
families,7.54,2,7,0,8,6.223375,-0.515839387,2.379237288,1.126109766
family,7.72,1,5,2,6,4.294333333,-1.515839387,0.379237288,3.126109766
famous,6.68,2,5,0,6,4.898833333,-0.515839387,0.379237288,1.126109766
fan,6.66,1,2,-1,3,5.714666667,-1.515839387,-2.620762712,0.126109766
fancy,6.96,3,4,-1,5,4.38,0.484160613,-0.620762712,0.126109766
fans,7.02,2,3,-2,4,5.86775,-0.515839387,-1.620762712,-0.873890234
fantasies,7.36,4,8,-5,9,7.409888889,1.484160613,3.379237288,-3.873890234
fantastic,7.78,4,8,-5,9,6.610888889,1.484160613,3.379237288,-3.873890234
fantasy,7.44,3,6,-3,7,6.095428571,0.484160613,1.379237288,-1.873890234
far,4.38,0,2,-3,3,5.460666667,-2.515839387,-2.620762712,-1.873890234
fare,5.26,0,3,-4,4,7.271,-2.515839387,-1.620762712,-2.873890234
farewell,3.86,1,6,-4,8,6.5245,-1.515839387,1.379237288,-2.873890234
farm,6.22,1,3,-2,4,4.697,-1.515839387,-1.620762712,-0.873890234
farmer,6.88,2,5,-4,6,6.246166667,-0.515839387,0.379237288,-2.873890234
farmers,6.34,2,6,-5,7,6.257714286,-0.515839387,1.379237288,-3.873890234
farming,6.42,2,6,-1,7,4.931142857,-0.515839387,1.379237288,0.126109766
farms,6.36,2,4,-3,5,5.023,-0.515839387,-0.620762712,-1.873890234
farther,5.14,2,5,-5,7,7.174428571,-0.515839387,0.379237288,-3.873890234
fashion,6.36,1,6,1,7,6.291142857,-1.515839387,1.379237288,2.126109766
fast,6.44,0,3,-4,4,6.4445,-2.515839387,-1.620762712,-2.873890234
faster,6.38,0,5,-6,6,7.411166667,-2.515839387,0.379237288,-4.873890234
fat,3.24,0,2,-3,3,6.483666667,-2.515839387,-2.620762712,-1.873890234
fatal,1.8,1,4,-3,5,6.3286,-1.515839387,-0.620762712,-1.873890234
fate,4.78,0,3,-4,4,8.03825,-2.515839387,-1.620762712,-2.873890234
father,7.06,2,5,-4,6,7.372333333,-0.515839387,0.379237288,-2.873890234
fathers,6.82,2,6,-5,7,7.223,-0.515839387,1.379237288,-3.873890234
fault,3.44,2,4,-1,5,5.2468,-0.515839387,-0.620762712,0.126109766
fav,5.96,0,2,-3,3,3.791,-2.515839387,-2.620762712,-1.873890234
fave,6.04,0,3,-4,4,6.01875,-2.515839387,-1.620762712,-2.873890234
favor,6,2,4,-3,5,4.9734,-0.515839387,-0.620762712,-1.873890234
favorable,7.36,4,8,-5,9,5.694777778,1.484160613,3.379237288,-3.873890234
favored,6.92,2,5,-5,7,5.974571429,-0.515839387,0.379237288,-3.873890234
favorite,7.04,4,7,-4,8,6.698875,1.484160613,2.379237288,-2.873890234
favorited,6.6,4,7,-5,9,6.427111111,1.484160613,2.379237288,-3.873890234
favour,6.92,2,5,-2,6,4.604166667,-0.515839387,0.379237288,-0.873890234
favourite,7.16,4,8,-3,9,6.261,1.484160613,3.379237288,-1.873890234
faz,4.74,0,1,-3,3,3.489666667,-2.515839387,-3.620762712,-1.873890234
fazer,4.94,0,3,-5,5,5.8316,-2.515839387,-1.620762712,-3.873890234
fb,5.48,0,0,-2,2,1.86,-2.515839387,-4.620762712,-0.873890234
fbi,4.32,1,1,-1,3,3.562,-1.515839387,-3.620762712,0.126109766
fck,4.26,1,2,-1,3,1.927333333,-1.515839387,-2.620762712,0.126109766
fe,4.96,0,1,-2,2,7.465,-2.515839387,-3.620762712,-0.873890234
fear,2.32,0,3,-4,4,7.271,-2.515839387,-1.620762712,-2.873890234
feared,3.14,0,4,-6,6,7.673166667,-2.515839387,-0.620762712,-4.873890234
fears,2.68,0,4,-5,5,7.0822,-2.515839387,-0.620762712,-3.873890234
feast,7.49,0,4,-5,5,7.696,-2.515839387,-0.620762712,-3.873890234
feat,5.7,0,3,-4,4,8.03825,-2.515839387,-1.620762712,-2.873890234
feather,6.52,2,6,-5,7,8.133714286,-0.515839387,1.379237288,-3.873890234
feature,5.98,2,6,-5,7,7.657142857,-0.515839387,1.379237288,-3.873890234
featured,5.9,2,6,-6,8,7.231625,-0.515839387,1.379237288,-4.873890234
features,5.96,2,7,-6,8,7.490875,-0.515839387,2.379237288,-4.873890234
featuring,5.78,4,8,-3,9,6.292,1.484160613,3.379237288,-1.873890234
feb,5.16,0,2,-3,3,5.474,-2.515839387,-2.620762712,-1.873890234
february,5.08,3,6,-4,8,5.161875,0.484160613,1.379237288,-2.873890234
fed,5.78,0,1,-3,3,6.394333333,-2.515839387,-3.620762712,-1.873890234
federal,4.94,1,4,-5,7,7.152,-1.515839387,-0.620762712,-3.873890234
federation,5.06,1,7,-4,10,7.6317,-1.515839387,2.379237288,-2.873890234
feds,4.61,0,2,-4,4,6.3775,-2.515839387,-2.620762712,-2.873890234
fee,3.46,0,1,-3,3,9.210666667,-2.515839387,-3.620762712,-1.873890234
feed,6.42,0,1,-4,4,7.97125,-2.515839387,-3.620762712,-2.873890234
feedback,5.88,1,5,-6,8,5.63725,-1.515839387,0.379237288,-4.873890234
feeding,6.3,2,4,-3,7,6.802142857,-0.515839387,-0.620762712,-1.873890234
feeds,6.2,0,2,-5,5,7.6424,-2.515839387,-2.620762712,-3.873890234
feel,5.9,1,2,-2,4,7.91425,-1.515839387,-2.620762712,-0.873890234
feelin,5.28,1,4,0,6,7.562,-1.515839387,-0.620762712,1.126109766
feeling,5.7,2,5,-1,7,6.769571429,-0.515839387,0.379237288,0.126109766
feelings,5.84,2,6,-2,8,6.71425,-0.515839387,1.379237288,-0.873890234
feels,5.5,2,3,-3,5,7.5968,-0.515839387,-1.620762712,-1.873890234
fees,3.68,0,2,-4,4,8.48975,-2.515839387,-2.620762712,-2.873890234
feet,5.58,0,2,-4,4,9.172,-2.515839387,-2.620762712,-2.873890234
feliz,6.04,2,4,-1,5,5.199,-0.515839387,-0.620762712,0.126109766
fell,3.22,1,2,0,4,5.745,-1.515839387,-2.620762712,1.126109766
fella,5.71,2,3,-1,5,6.2294,-0.515839387,-1.620762712,0.126109766
fellas,5.53,2,4,-2,6,6.245666667,-0.515839387,-0.620762712,-0.873890234
fellow,5.5,2,3,0,6,5.4745,-0.515839387,-1.620762712,1.126109766
felt,5.48,2,3,-2,4,7.00275,-0.515839387,-1.620762712,-0.873890234
female,6.88,4,5,-2,6,7.038333333,1.484160613,0.379237288,-0.873890234
females,6.6,4,6,-3,7,6.936714286,1.484160613,1.379237288,-1.873890234
fence,5.08,2,3,-3,5,7.4326,-0.515839387,-1.620762712,-1.873890234
ferry,5.98,1,3,-3,5,5.7756,-1.515839387,-1.620762712,-1.873890234
fest,6.42,0,3,-4,4,7.57825,-2.515839387,-1.620762712,-2.873890234
festival,7.7,3,7,-4,8,6.306125,0.484160613,2.379237288,-2.873890234
fever,2.78,0,4,-5,5,6.9194,-2.515839387,-0.620762712,-3.873890234
few,4.5,0,2,-3,3,5.763333333,-2.515839387,-2.620762712,-1.873890234
fewer,3.72,0,4,-5,5,7.1958,-2.515839387,-0.620762712,-3.873890234
ff,5.1,0,0,-2,2,2.228,-2.515839387,-4.620762712,-0.873890234
fi,4.9,1,1,0,2,4.597,-1.515839387,-3.620762712,1.126109766
fibers,5.78,2,5,-4,6,5.950333333,-0.515839387,0.379237288,-2.873890234
fiction,6.16,3,6,1,7,6.036285714,0.484160613,1.379237288,2.126109766
fiddle,5.96,4,4,-2,6,5.737833333,1.484160613,-0.620762712,-0.873890234
field,5.88,4,4,-1,5,6.0348,1.484160613,-0.620762712,0.126109766
fields,5.92,4,5,-2,6,6.0835,1.484160613,0.379237288,-0.873890234
fiend,3.02,4,4,-1,5,6.5796,1.484160613,-0.620762712,0.126109766
fiends,3.88,4,5,-2,6,6.5375,1.484160613,0.379237288,-0.873890234
fiesta,7.18,2,5,-4,6,7.574333333,-0.515839387,0.379237288,-2.873890234
fifteen,5.86,3,4,-3,7,7.518714286,0.484160613,-0.620762712,-1.873890234
fifth,5.24,3,3,-1,5,5.3144,0.484160613,-1.620762712,0.126109766
fifty,5.71,3,3,-1,5,4.4904,0.484160613,-1.620762712,0.126109766
fig,5.82,2,2,-1,3,3.736333333,-0.515839387,-2.620762712,0.126109766
fight,2.7,4,4,-1,5,5.2718,1.484160613,-0.620762712,0.126109766
fighter,4.58,4,6,-3,7,6.435428571,1.484160613,1.379237288,-1.873890234
fighting,2.76,6,7,0,8,5.261125,3.484160613,2.379237288,1.126109766
fights,3,4,5,-2,6,5.447666667,1.484160613,0.379237288,-0.873890234
figure,5.5,4,5,-2,6,5.442666667,1.484160613,0.379237288,-0.873890234
figured,5.4,4,5,-3,7,5.272714286,1.484160613,0.379237288,-1.873890234
figures,5.86,4,6,-3,7,5.569,1.484160613,1.379237288,-1.873890234
file,5.22,2,3,0,4,6.48025,-0.515839387,-1.620762712,1.126109766
filed,4.84,2,3,-1,5,6.0348,-0.515839387,-1.620762712,0.126109766
files,5.38,2,4,-1,5,6.4496,-0.515839387,-0.620762712,0.126109766
filing,4.92,2,5,2,6,4.824833333,-0.515839387,0.379237288,3.126109766
fill,5.7,1,2,2,4,4.311,-1.515839387,-2.620762712,3.126109766
filled,5.52,2,3,0,6,5.699833333,-0.515839387,-1.620762712,1.126109766
